,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1,0 : 2,0 : 3,0 : 4,0 : 5
4178,가시리교회,02,제주특별자치도 서귀포시 표선면 중산간동로 5236-7,33.3511780572,126.771752307,,,50,,,Y,1,1,1,1,1,1
4179,주식회사 까사데비발디,02,제주특별자치도 서귀포시 안덕면 향교로 214,33.2341608155,126.290500382,,,50,,,Y,1,1,1,1,1,1
4180,주식회사 까사데비발디,02,제주특별자치도 서귀포시 안덕면 향교로 214,33.2341608155,126.290500382,,,50,,,Y,1,1,1,1,1,1
4181,수원리새마을회,02,제주특별자치도 제주시 한림읍 수원9길 2,33.4274579897,126.27078180,,,50,,,Y,2,2,2,2,2,2
4182,소랑호젠펜션,02,제주특별자치도 서귀포시 남원읍 태위로 545,33.2758098562,126.70523884,,,50,,,Y,2,2,2,2,2,2
4183,소랑호젠펜션,02,제주특별자치도 서귀포시 남원읍 태위로 545,33.2758098562,126.70523884,,,50,,,Y,5,5,5,5,5,5
4184,더풍성한교회,02,제주특별자치도 서귀포시 중산간동로7929번길 12,33.2646103210,126.56889510,,,50,,,Y,2,2,2,2,2,2
4185,더풍성한교회,02,제주특별자치도 서귀포시 중산간동로7929번길 12,33.2646103210,126.56889510,,,50,,,Y,5,5,5,5,5,5
4186,이야기별방,02,제주특별자치도 제주시 구좌읍 해맞이해안로 2040,33.5098199069,126.90133466,,,50,,,Y,2,2,2,2,2,2
4187,제주시간여행휴양펜션,02,제주특별자치도 제주시 애월읍 구엄리 1054-1,33.4720051133,126.37615467,,,50,,,Y,2,2,2,2,2,2
4188,성아자동차공업사,02,제주특별자치도 제주시 한림읍 한수풀로 127-3,33.4220649328,126.27543722,,,50,,,Y,5,5,5,5,5,5
4189,성아자동차공업사,02,제주특별자치도 제주시 한림읍 한수풀로 127-3,33.4220649328,126.27543722,,,50,,,Y,2,2,2,2,2,2
4190,라온프라이빗에듀,02,제주특별자치도 서귀포시 대정읍 에듀시티로 74,33.287952320089,126.2813226142,,,50,,,Y,3,3,3,3,3,3
4191,라온프라이빗에듀,02,제주특별자치도 서귀포시 대정읍 에듀시티로 74,33.287952320089,126.2813226142,,,50,,,Y,2,2,2,2,2,2
4192,라온프라이빗에듀,02,제주특별자치도 서귀포시 대정읍 에듀시티로 74,33.287952320089,126.2813226142,,,50,,,Y,3,3,3,3,3,3
4193,라온프라이빗에듀,02,제주특별자치도 서귀포시 대정읍 에듀시티로 74,33.287952320089,126.2813226142,,,50,,,Y,3,3,3,3,3,3
4194,라온프라이빗에듀,02,제주특별자치도 서귀포시 대정읍 에듀시티로 74,33.287952320089,126.2813226142,,,50,,,Y,2,2,2,2,2,2
4195,라온프라이빗에듀,02,제주특별자치도 서귀포시 대정읍 에듀시티로 74,33.287952320089,126.2813226142,,,50,,,Y,3,3,3,3,3,3
4196,광치기흑돼지,02,제주특별자치도 서귀포시 성산읍 일출로 86,33.450036165768,126.9215366590,,,50,,,Y,1,1,1,1,1,1
4197,광치기흑돼지,02,제주특별자치도 서귀포시 성산읍 일출로 86,33.450036165768,126.9215366590,,,50,,,Y,1,1,1,1,1,1
4198,가나안교회,02,제주특별자치도 서귀포시 표선면 성읍이리로47번길 11,33.415382755320,126.7710125286,,,50,,,Y,1,1,1,1,1,1
4199,아파트먼트커피,02,제주특별자치도 제주시 한경면 청수서2길 96,33.311377832030,126.2445437407,,,50,,,Y,2,2,2,2,2,2
4200,아파트먼트커피,02,제주특별자치도 제주시 한경면 청수서2길 96,33.311377832030,126.2445437407,,,50,,,Y,2,2,2,2,2,2
4201,뜨레피아,02,제주특별자치도 서귀포시 월평하원로 111,33.249176084000,126.4586254747,,,50,,,Y,2,2,2,2,2,2
4202,뜨레피아,02,제주특별자치도 서귀포시 월평하원로 111,33.249176084000,126.4586254747,,,50,,,Y,2,2,2,2,2,2
4203,제주교회,02,제주특별자치도 제주시 애월읍 하귀26길 6,33.480158046174,126.3956000693,,,50,,,Y,2,2,2,2,2,2
4204,제주교회,02,제주특별자치도 제주시 애월읍 하귀26길 6,33.480158046174,126.3956000693,,,50,,,Y,2,2,2,2,2,2
4205,제일빌리지,02,제주특별자치도 제주시 애월읍 중산간서로 6703-11,33.462270805474,126.4450203548,,,50,,,Y,2,2,2,2,2,2
4206,제일빌리지,02,제주특별자치도 제주시 애월읍 중산간서로 6703-11,33.462270805474,126.4450203548,,,50,,,Y,1,1,1,1,1,1
4207,고망난돌민박가든,02,제주특별자치도 서귀포시 성산읍 일주동로 5464,33.353210766503,126.8579144157,,,50,,,Y,1,1,1,1,1,1
4208,제주아로마모텔,02,제주특별자치도 서귀포시 대정읍 상모로 210,33.225415937237,126.2663867771,,,50,,,Y,2,2,2,2,2,2
4209,제주아로마모텔,02,제주특별자치도 서귀포시 대정읍 상모로 210,33.225415937237,126.2663867771,,,50,,,Y,1,1,1,1,1,1
4210,고스트하우스,02,제주특별자치도 제주시 애월읍 부룡수길 35-12,33.475865803525,126.3567704794,,,50,,,Y,2,2,2,2,2,2
4211,가시리은하수가든,02,제주특별자치도 서귀포시 표선면 중산간동로 5123,33.360600830906,126.7673353903,,,50,,,Y,2,2,2,2,2,2
4212,가시리은하수가든,02,제주특별자치도 서귀포시 표선면 중산간동로 5123,33.360600830906,126.7673353903,,,50,,,Y,2,2,2,2,2,2
4213,스마일공업사,02,제주특별자치도 제주시 애월읍 고내로 77,33.465174926812,126.3447456005,,,50,,,Y,2,2,2,2,2,2
4214,광령자동차공업사,02,제주특별자치도 제주시 애월읍 광령평화4길 6,33.444193723111,126.4342217771,,,50,,,Y,5,5,5,5,5,5
4215,경진자동차공업사,02,제주특별자치도 제주시 애월읍 평화로 2681,33.444958449222,126.4326810497,,,50,,,Y,2,2,2,2,2,2
4216,예촌연수네가든,02,제주특별자치도 서귀포시 남원읍 신례동로 60,33.290999361425,126.6342195131,,,50,,,Y,2,2,2,2,2,2
4217,예촌연수네가든,02,제주특별자치도 서귀포시 남원읍 신례동로 60,33.290999361425,126.6342195131,,,50,,,Y,2,2,2,2,2,2
4218,함덕순복음교회,02,제주특별자치도 제주시 조천읍 함대로 35,33.540872040400,126.6584418734,,,50,,,Y,2,2,2,2,2,2
4219,폴라리스,02,제주특별자치도 제주시 애월읍 유수암동3길 45,33.438114177605,126.4081252326,,,50,,,Y,2,2,2,2,2,2
4220,폴라리스,02,제주특별자치도 제주시 애월읍 유수암동3길 45,33.438114177605,126.4081252326,,,50,,,Y,1,1,1,1,1,1
4221,더빌라스오션,02,제주특별자치도 서귀포시 남원읍 태신해안로 271,33.300980617963,126.7706290467,,,50,,,Y,2,2,2,2,2,2
4222,신도2리마을회,02,제주특별자치도 서귀포시 대정읍 도원로 43,33.277622352622,126.1748540540,,,50,,,Y,3,3,3,3,3,3
4223,성일교회,02,제주특별자치도 제주시 우령8길 76,33.484563849226,126.4272497940,,,50,,,Y,2,2,2,2,2,2
4224,성산서부교회,02,제주특별자치도 서귀포시 성산읍 고성중앙로 52,33.448566743187,126.9086660507,,,50,,,Y,2,2,2,2,2,2
4225,광명식당,02,제주특별자치도 제주시 애월읍 광성로 299,33.461090213778,126.4391203313,,,50,,,Y,2,2,2,2,2,2
4226,휴식호텔중문,02,제주특별자치도 서귀포시 이어도로 67,33.238872534662,126.4304107278,,,50,,,Y,2,2,2,2,2,2
4227,휴식호텔중문,02,제주특별자치도 서귀포시 이어도로 67,33.238872534662,126.4304107278,,,50,,,Y,2,2,2,2,2,2
4228,바이더힐,02,제주특별자치도 제주시 애월읍 항파두리로 148,33.444342181772,126.4035660309,,,50,,,Y,2,2,2,2,2,2
4229,바이더힐,02,제주특별자치도 제주시 애월읍 항파두리로 148,33.444342181772,126.4035660309,,,50,,,Y,1,1,1,1,1,1
4230,무릉1리마을회,02,제주특별자치도 서귀포시 대정읍 서삼중로 81,33.270138698386,126.2029889355,,,50,,,Y,2,2,2,2,2,2
4231,엠닷에이,02,제주특별자치도 제주시 한경면 판포1길 6,33.364944351255,126.1992245741,,,50,,,Y,1,1,1,1,1,1
4232,엠닷에이,02,제주특별자치도 제주시 한경면 판포1길 6,33.364944351255,126.1992245741,,,50,,,Y,2,2,2,2,2,2
4233,무릉1리마을회(다목적),02,제주특별자치도 서귀포시 대정읍 무릉중앙로 8,33.270997950670,126.2008860364,,,50,,,Y,2,2,2,2,2,2
4234,비전교회(철거),02,제주특별자치도 제주시 서사로7길 7,33.5074899,126.5208177,,,50,,,Y,1,1,1,1,1,1
4235,비전교회(철거),02,제주특별자치도 제주시 서사로7길 7,33.5074899,126.5208177,,,50,,,Y,1,1,1,1,1,1
4236,제주나르샤리조트,02,제주특별자치도 서귀포시 안덕면 사계북로 52,33.233898205257,126.2937854579,,,50,,,Y,2,2,2,2,2,2
4237,제주나르샤리조트,02,제주특별자치도 서귀포시 안덕면 사계북로 52,33.233898205257,126.2937854579,,,50,,,Y,2,2,2,2,2,2
4238,태평양금호,02,제주특별자치도 제주시 연북로 660,33.492113128033,126.5478856152,,,50,,,Y,1,1,1,1,1,1
4239,펜션연리,02,제주특별자치도 서귀포시 논짓물로 50,33.240489587574,126.3859714675,,,50,,,Y,2,2,2,2,2,2
4240,펜션연리,02,제주특별자치도 서귀포시 논짓물로 50,33.240489587574,126.3859714675,,,50,,,Y,5,5,5,5,5,5
4241,빅타이어서귀포점,02,제주특별자치도 서귀포시 동홍중앙로 82,33.257798737135,126.5723541315,,,50,,,Y,1,1,1,1,1,1
4242,빅타이어서귀포점,02,제주특별자치도 서귀포시 동홍중앙로 82,33.257798737135,126.5723541315,,,50,,,Y,1,1,1,1,1,1
4243,서귀포흑돼지명가,02,제주특별자치도 서귀포시 태평로 122,33.244073195994,126.5363637135,,,50,,,Y,1,1,1,1,1,1
4244,서귀포흑돼지명가,02,제주특별자치도 서귀포시 태평로 122,33.244073195994,126.5363637135,,,50,,,Y,1,1,1,1,1,1
4245,제주레포츠랜드,02,제주특별자치도 제주시 조천읍 와흘상서2길 47,33.482324175089,126.6387282392,,,50,,,Y,5,5,5,5,5,5
4246,제주레포츠랜드,02,제주특별자치도 제주시 조천읍 와흘상서2길 47,33.482324175089,126.6387282392,,,50,,,Y,1,1,1,1,1,1
4247,흑돈향,02,제주특별자치도 서귀포시 태평로 58,33.244720887694,126.5292483715,,,50,,,Y,5,5,5,5,5,5
4248,흑돈향,02,제주특별자치도 서귀포시 태평로 58,33.244720887694,126.5292483715,,,50,,,Y,3,3,3,3,3,3
4249,어썸,02,제주특별자치도 서귀포시 예래로 31,33.256496641269,126.4025662545,,,50,,,Y,2,2,2,2,2,2
4250,어썸,02,제주특별자치도 서귀포시 예래로 31,33.256496641269,126.4025662545,,,50,,,Y,5,5,5,5,5,5
4251,에피소드,02,제주특별자치도 제주시 한경면 고조로 62,33.305778083753,126.1880921929,,,50,,,Y,1,1,1,1,1,1
4252,에피소드,02,제주특별자치도 제주시 한경면 고조로 62,33.305778083753,126.1880921929,,,50,,,Y,1,1,1,1,1,1
4253,온평리마을회,02,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,33.408120991365,126.9001726607,,,50,,,Y,3,3,3,3,3,3
4254,온평리마을회,02,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,33.408120991365,126.9001726607,,,50,,,Y,2,2,2,2,2,2
4255,시온교회,02,제주특별자치도 서귀포시 516로 453,33.291251888288,126.5936068631,,,50,,,Y,2,2,2,2,2,2
4256,시온교회,02,제주특별자치도 서귀포시 516로 453,33.291251888288,126.5936068631,,,50,,,Y,2,2,2,2,2,2
4257,꿈의교회,02,제주특별자치도 서귀포시 효돈로 75,33.262864512812,126.6069048480,,,50,,,Y,2,2,2,2,2,2
4258,대어,02,제주특별자치도 제주시 서해안로 620-12,33.516129421873,126.5030792758,,,50,,,Y,5,5,5,5,5,5
4259,제주브릭스,02,제주특별자치도 서귀포시 태평로 121,33.244619198826,126.5357771130,,,50,,,Y,2,2,2,2,2,2
4260,제주브릭스,02,제주특별자치도 서귀포시 태평로 121,33.244619198826,126.5357771130,,,50,,,Y,2,2,2,2,2,2
4261,서귀포샘물교회,02,제주특별자치도 서귀포시 중산간동로 7983,33.264672267218,126.5639062959,,,50,,,Y,2,2,2,2,2,2
4262,서귀포샘물교회,02,제주특별자치도 서귀포시 중산간동로 7983,33.264672267218,126.5639062959,,,50,,,Y,3,3,3,3,3,3
4263,하원마을회,02,제주특별자치도 서귀포시 하원로 29,33.256728159985,126.4611330073,,,50,,,Y,1,1,1,1,1,1
4264,하원마을회,02,제주특별자치도 서귀포시 하원로 29,33.256728159985,126.4611330073,,,50,,,Y,2,2,2,2,2,2
4265,파란노을제주애월,02,제주특별자치도 제주시 애월읍 애월로 37,33.462175252626,126.3122700791,,,50,,,Y,2,2,2,2,2,2
4266,농업회사법인주식회사블랙푸드,02,제주특별자치도 제주시 조천읍 와선로 254,33.484960649830,126.6995957892,,,50,,,Y,2,2,2,2,2,2
4267,샤이니,02,제주특별자치도 제주시 구좌읍 송당4길 7,33.470682451983,126.7842802629,,,50,,,Y,2,2,2,2,2,2
4268,샤이니,02,제주특별자치도 제주시 구좌읍 송당4길 7,33.470682451983,126.7842802629,,,50,,,Y,2,2,2,2,2,2
4269,바다스케치,02,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,33.234932710894,126.3097500980,,,50,,,Y,5,5,5,5,5,5
4270,빅타이어조천점,02,제주특별자치도 제주시 조천읍 일주동로 959,33.535282709036,126.6432838771,,,50,,,Y,2,2,2,2,2,2
4271,레몬트리,02,제주특별자치도 제주시 애월읍 가문동길 4,33.483930930741,126.3949928569,,,50,,,Y,1,1,1,1,1,1
4272,레몬트리,02,제주특별자치도 제주시 애월읍 가문동길 4,33.483930930741,126.3949928569,,,50,,,Y,1,1,1,1,1,1
4273,귀덕편의점,02,제주특별자치도 제주시 한림읍 귀덕4길 1,33.437824098635,126.2802959436,,,50,,,Y,2,2,2,2,2,2
4274,귀덕편의점,02,제주특별자치도 제주시 한림읍 귀덕4길 1,33.437824098635,126.2802959436,,,50,,,Y,2,2,2,2,2,2
4275,어사촌도야지,02,제주특별자치도 제주시 애월읍 천덕로 440-6,33.419749966550,126.3387651628,,,50,,,Y,2,2,2,2,2,2
4276,중문아리랑,02,제주특별자치도 서귀포시 1100로 38,33.253946190338,126.4340345167,,,50,,,Y,1,1,1,1,1,1
4277,중문아리랑,02,제주특별자치도 서귀포시 1100로 38,33.253946190338,126.4340345167,,,50,,,Y,1,1,1,1,1,1
4278,성산스튜디오,02,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,33.444513120032,126.9190852375,,,50,,,Y,2,2,2,2,2,2
4279,성산스튜디오,02,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,33.444513120032,126.9190852375,,,50,,,Y,2,2,2,2,2,2
4280,실버스타,02,제주특별자치도 서귀포시 대정읍 상모로289번길 16-7,33.222820738953,126.2569084064,,,50,,,Y,2,2,2,2,2,2
4281,그림리조트,02,제주특별자치도 제주시 서해안로 620-1,33.516185138737,126.5034836647,,,50,,,Y,5,5,5,5,5,5
4282,영락리마을회,02,제주특별자치도 서귀포시 대정읍 영락중동로 11,33.258555338546,126.2109753818,,,50,,,Y,5,5,5,5,5,5
4283,제주담스파빌,02,제주특별자치도 제주시 한림읍 한림로 162,33.385673375319,126.2253177874,,,50,,,Y,1,1,1,1,1,1
4284,비어라운드,02,제주특별자치도 제주시 구좌읍 하도9길 72,33.511660740390,126.8903283989,,,50,,,Y,1,1,1,1,1,1
4285,비어라운드,02,제주특별자치도 제주시 구좌읍 하도9길 72,33.511660740390,126.8903283989,,,50,,,Y,1,1,1,1,1,1
4286,두바퀴펜션,02,제주특별자치도 서귀포시 대정읍 도원로 89,33.278983411260,126.1794311100,,,50,,,Y,2,2,2,2,2,2
4287,두바퀴펜션,02,제주특별자치도 서귀포시 대정읍 도원로 89,33.278983411260,126.1794311100,,,50,,,Y,2,2,2,2,2,2
4288,허브인휴양펜션,02,제주특별자치도 제주시 한림읍 귀덕6길 92-17,33.435641902110,126.2902457707,,,50,,,Y,5,5,5,5,5,5
4289,세계술박물관,02,제주특별자치도 서귀포시 표선면 한마음초등로 431,33.353969547141,126.8175944908,,,50,,,Y,2,2,2,2,2,2
4290,세계술박물관,02,제주특별자치도 서귀포시 표선면 한마음초등로 431,33.353969547141,126.8175944908,,,50,,,Y,2,2,2,2,2,2
4291,거문오름꿈의숲,02,제주특별자치도 제주시 조천읍 선교로 201-24,33.486301179730,126.7021477132,,,50,,,Y,2,2,2,2,2,2
4292,거문오름꿈의숲,02,제주특별자치도 제주시 조천읍 선교로 201-24,33.486301179730,126.7021477132,,,50,,,Y,2,2,2,2,2,2
4293,씨앤힐스파펜션,02,제주특별자치도 제주시 애월읍 애월해안로 412,33.472965490802,126.3524585718,,,50,,,Y,2,2,2,2,2,2
4294,제주티에스유스호스텔,02,제주특별자치도 서귀포시 남원읍 남조로 861-78,33.343899029791,126.6970302320,,,50,,,Y,2,2,2,2,2,2
4295,제주티에스유스호스텔,02,제주특별자치도 서귀포시 남원읍 남조로 861-78,33.343899029791,126.6970302320,,,50,,,Y,5,5,5,5,5,5
4296,올레요리조트,02,제주특별자치도 서귀포시 이어도로 720,33.234749401282,126.4926905584,,,50,,,Y,2,2,2,2,2,2
4297,올레요리조트,02,제주특별자치도 서귀포시 이어도로 720,33.234749401282,126.4926905584,,,50,,,Y,5,5,5,5,5,5
4298,애월리에,02,제주특별자치도 제주시 애월읍 엄수로 8-11,33.473753301047,126.3781302519,,,50,,,Y,2,2,2,2,2,2
4299,이도교회,02,제주특별자치도 제주시 구남로 46,33.490590302027,126.5349638911,,,50,,,Y,2,2,2,2,2,2
4300,연암재,02,제주특별자치도 서귀포시 안덕면 사계북로 76,33.235077218174,126.2962779260,,,50,,,Y,3,3,3,3,3,3
4301,중문미로파크,02,제주특별자치도 서귀포시 일주서로 1225-5,33.263395972733,126.3819347323,,,50,,,Y,2,2,2,2,2,2
4302,중문미로파크,02,제주특별자치도 서귀포시 일주서로 1225-5,33.263395972733,126.3819347323,,,50,,,Y,2,2,2,2,2,2
4303,옛정의골식당,02,제주특별자치도 서귀포시 표선면 중산간동로 4592,33.389106492912,126.8050492275,,,50,,,Y,5,5,5,5,5,5
4304,옛정의골식당,02,제주특별자치도 서귀포시 표선면 중산간동로 4592,33.389106492912,126.8050492275,,,50,,,Y,1,1,1,1,1,1
4305,하례2리마을회,02,제주특별자치도 서귀포시 남원읍 하례돈야로 83,33.297204671083,126.6088595616,,,50,,,Y,1,1,1,1,1,1
4306,하례2리마을회,02,제주특별자치도 서귀포시 남원읍 하례돈야로 83,33.297204671083,126.6088595616,,,50,,,Y,1,1,1,1,1,1
4307,새서귀포교회,02,제주특별자치도 서귀포시 신서로48번길 20-8,33.253167277221,126.5068951879,,,50,,,Y,2,2,2,2,2,2
4308,동일1리 마을회,02,제주특별자치도 서귀포시 대정읍 동일하모로 88,33.228161109747,126.2412434718,,,50,,,Y,2,2,2,2,2,2
4309,눈뫼가름협동조합,02,제주특별자치도 제주시 조천읍 와산남길 20-1,33.484977606950,126.6776372731,,,50,,,Y,2,2,2,2,2,2
4310,눈뫼가름협동조합,02,제주특별자치도 제주시 조천읍 와산남길 20-1,33.484977606950,126.6776372731,,,50,,,Y,2,2,2,2,2,2
4311,청우가든,02,제주특별자치도 제주시 조천읍 일주동로 792,33.530745110931,126.6259056699,,,50,,,Y,2,2,2,2,2,2
4312,청우가든,02,제주특별자치도 제주시 조천읍 일주동로 792,33.530745110931,126.6259056699,,,50,,,Y,5,5,5,5,5,5
4313,블랙랜드레이스,02,제주특별자치도 서귀포시 표선면 일주동로 6343,33.306255157524,126.7943242151,,,50,,,Y,1,1,1,1,1,1
4314,블랙랜드레이스,02,제주특별자치도 서귀포시 표선면 일주동로 6343,33.306255157524,126.7943242151,,,50,,,Y,1,1,1,1,1,1
4315,부웅크리스탈빌3차,02,제주특별자치도 제주시 원남6길 69,33.483686410180,126.5307959785,,,50,,,Y,5,5,5,5,5,5
4316,부웅크리스탈빌3차,02,제주특별자치도 제주시 원남6길 69,33.483686410180,126.5307959785,,,50,,,Y,2,2,2,2,2,2
4317,(주)다경주택건설,02,제주특별자치도 서귀포시 성산읍 일주동로 4402,33.435731850505,126.9092946110,,,50,,,Y,2,2,2,2,2,2
4318,민오름태흥누리안빌,02,제주특별자치도 제주시 연북로 254-9,33.480049583178,126.5098828073,,,50,,,Y,2,2,2,2,2,2
4319,민오름태흥누리안빌,02,제주특별자치도 제주시 연북로 254-9,33.480049583178,126.5098828073,,,50,,,Y,2,2,2,2,2,2
4320,제주목화,02,제주특별자치도 서귀포시 남원읍 태위로 485,33.275567511637,126.6989237893,,,50,,,Y,2,2,2,2,2,2
4321,제주목화,02,제주특별자치도 서귀포시 남원읍 태위로 485,33.275567511637,126.6989237893,,,50,,,Y,2,2,2,2,2,2
4322,늘예솔,02,제주특별자치도 서귀포시 성산읍 일주동로 5335,33.362769437528,126.8657038440,,,50,,,Y,2,2,2,2,2,2
4323,늘예솔,02,제주특별자치도 서귀포시 성산읍 일주동로 5335,33.362769437528,126.8657038440,,,50,,,Y,2,2,2,2,2,2
4324,용담평화베스트빌1차,02,제주특별자치도 제주시 용남길 2,33.508313494071,126.5155869571,,,50,,,Y,5,5,5,5,5,5
4325,이호리조트,02,제주특별자치도 제주시 도리로 106-16,33.499356447242,126.4633536519,,,50,,,Y,2,2,2,2,2,2
4326,이호리조트,02,제주특별자치도 제주시 도리로 106-16,33.499356447242,126.4633536519,,,50,,,Y,2,2,2,2,2,2
4327,황토기와집,02,제주특별자치도 서귀포시 일주서로 1102,33.263937469561,126.3952433447,,,50,,,Y,2,2,2,2,2,2
4328,램하우스,02,제주특별자치도 제주시 조천읍 교래1길 45,33.436921135464,126.6731393394,,,50,,,Y,1,1,1,1,1,1
4329,램하우스,02,제주특별자치도 제주시 조천읍 교래1길 45,33.436921135464,126.6731393394,,,50,,,Y,2,2,2,2,2,2
4330,몽땅,02,제주특별자치도 제주시 한경면 연명로 385,33.305843822356,126.2580131817,,,50,,,Y,2,2,2,2,2,2
4331,월드컵흑돼지,02,제주특별자치도 서귀포시 월드컵로 74,33.243040424090,126.5051365566,,,50,,,Y,5,5,5,5,5,5
4332,월드컵흑돼지,02,제주특별자치도 서귀포시 월드컵로 74,33.243040424090,126.5051365566,,,50,,,Y,2,2,2,2,2,2
4333,금단영,02,제주특별자치도 제주시 한경면 일주서로 4466,33.361922027024,126.1936222969,,,50,,,Y,2,2,2,2,2,2
4334,김녕성당,02,제주특별자치도 제주시 구좌읍 김녕로8길 5-2,33.553605279854,126.7484271472,,,50,,,Y,5,5,5,5,5,5
4335,김녕성당,02,제주특별자치도 제주시 구좌읍 김녕로8길 5-2,33.553605279854,126.7484271472,,,50,,,Y,2,2,2,2,2,2
4336,남원자동차공업사,02,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,33.283783409668,126.7238780398,,,50,,,Y,2,2,2,2,2,2
4337,남원자동차공업사,02,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,33.283783409668,126.7238780398,,,50,,,Y,2,2,2,2,2,2
4338,노형맨션아파트,02,제주특별자치도 제주시 정존3길 12,33.483001239804,126.4733574512,,,50,,,Y,1,1,1,1,1,1
4339,다온빌,02,제주특별자치도 제주시 도평길 53,33.478261202736,126.4498201120,,,50,,,Y,1,1,1,1,1,1
4340,덕우자동차공업사,02,제주특별자치도 제주시 애월읍 일주서로 6372-7,33.461460728544,126.3353249441,,,50,,,Y,5,5,5,5,5,5
4341,목마,02,제주특별자치도 제주시 곤을길 23,33.523083507299,126.5595868846,,,50,,,Y,1,1,1,1,1,1
4342,사랑샘교회,02,제주특별자치도 제주시 조천읍 조천우회로 203,33.527738407844,126.6310513678,,,50,,,Y,2,2,2,2,2,2
4343,뜨레모아5차아파트,02,제주특별자치도 제주시 1100로 3213-15,33.474903785235,126.4816387503,,,50,,,Y,1,1,1,1,1,1
4344,뜨레모아5차아파트,02,제주특별자치도 제주시 1100로 3213-15,33.474903785235,126.4816387503,,,50,,,Y,2,2,2,2,2,2
4345,선돌선덕사,02,제주특별자치도 서귀포시 516로771번길 64,33.320165151180,126.5936058975,,,50,,,Y,5,5,5,5,5,5
4346,선돌선덕사,02,제주특별자치도 서귀포시 516로771번길 64,33.320165151180,126.5936058975,,,50,,,Y,2,2,2,2,2,2
4347,그린스페이스휴,02,제주특별자치도 제주시 연삼로 612-1,33.504690257284,126.5533261218,,,50,,,Y,2,2,2,2,2,2
4348,그린스페이스휴,02,제주특별자치도 제주시 연삼로 612-1,33.504690257284,126.5533261218,,,50,,,Y,2,2,2,2,2,2
4349,그린스페이스휴,02,제주특별자치도 제주시 연삼로 612-1,33.504690257284,126.5533261218,,,50,,,Y,1,1,1,1,1,1
4350,놀놀,02,제주특별자치도 제주시 구좌읍 비자림로 2228,33.494572559359,126.8068663856,,,50,,,Y,2,2,2,2,2,2
4351,별빛하늘,02,제주특별자치도 서귀포시 남원읍 중산간동로 6264,33.322671436810,126.7015972140,,,50,,,Y,2,2,2,2,2,2
4352,별빛하늘,02,제주특별자치도 서귀포시 남원읍 중산간동로 6264,33.322671436810,126.7015972140,,,50,,,Y,1,1,1,1,1,1
4353,남건휴먼스파스텔빌리지,02,제주특별자치도 제주시 애월읍 하광로 246,33.466206764731,126.4193456501,,,50,,,Y,3,3,3,3,3,3
4354,뉴스보이버거펍제주,02,제주특별자치도 제주시 구좌읍 월정1길 27,33.554369071354,126.7906411865,,,50,,,Y,2,2,2,2,2,2
4355,김경희부동산,02,제주특별자치도 제주시 서광로 78-9,33.499520033474,126.5052576117,,,50,,,Y,2,2,2,2,2,2
4356,김경희부동산,02,제주특별자치도 제주시 서광로 78-9,33.499520033474,126.5052576117,,,50,,,Y,2,2,2,2,2,2
4357,선지왓숯불갈비,02,제주특별자치도 서귀포시 토평남로48번길 15,33.262704952640,126.5920777411,,,50,,,Y,1,1,1,1,1,1
4358,선지왓숯불갈비,02,제주특별자치도 서귀포시 토평남로48번길 15,33.262704952640,126.5920777411,,,50,,,Y,2,2,2,2,2,2
4359,스테이상상,02,제주특별자치도 제주시 구좌읍 월정7길 55,33.55494,126.7956062,,동시,50,,,Y,2,2,2,2,2,2
4360,스테이상상,02,제주특별자치도 제주시 구좌읍 월정7길 55,33.55494,126.7956062,,동시,50,,,Y,2,2,2,2,2,2
4361,센트레빌,02,제주특별자치도 제주시 일주동로 441,33.522012269835,126.5921951059,,,50,,,Y,2,2,2,2,2,2
4362,센트레빌,02,제주특별자치도 제주시 일주동로 441,33.522012269835,126.5921951059,,,50,,,Y,2,2,2,2,2,2
4363,유일헤리지움,02,제주특별자치도 서귀포시 법환상로 20,33.241512807184,126.5146817321,,,50,,,Y,2,2,2,2,2,2
4364,유일헤리지움,02,제주특별자치도 서귀포시 법환상로 20,33.241512807184,126.5146817321,,,50,,,Y,2,2,2,2,2,2
4365,다담빌리지,02,제주특별자치도 제주시 조천읍 신조로 27,33.517871775197,126.6228051531,,,50,,,Y,2,2,2,2,2,2
4366,다담빌리지,02,제주특별자치도 제주시 조천읍 신조로 27,33.517871775197,126.6228051531,,,50,,,Y,2,2,2,2,2,2
4367,해피니스빌,02,제주특별자치도 서귀포시 서호호근로 143,33.260080833804,126.5235166822,,,50,,,Y,2,2,2,2,2,2
4368,해피니스빌,02,제주특별자치도 서귀포시 서호호근로 143,33.260080833804,126.5235166822,,,50,,,Y,2,2,2,2,2,2
4369,귀일중학교,02,제주특별자치도 제주시 애월읍 항몽로 44,33.479160668401,126.4056213251,,,50,,,Y,2,2,2,2,2,2
